,index,Count
754,WATER  WATER  DEVELOPMENT,9
755,PERFORMANCE  PERIOD,9
756,WORK  AMOUNT,9
757,SUPPORT  TASK  SYSTEM,9
758,SERVICES  REMEDIAL  OVERSIGHT,9
759,MODIFICATION  FUNDS  WORK,9
760,MODIFICATION  ALL  TERMS,9
761,ACTION  ORDER,9
762,SYSTEM  SUPPORT  TASK,9
763,MODIFICATION  REMEDIAL,9
764,MODIFICATION  REMEDIAL  ACTION,9
765,MODIFICATION  ALL,9
766,TASK  DATA,9
767,TASK  DATA  DATA,9
768,ORDER  INFORMATION  PROGRAM,9
769,TASK  MONITORING,9
770,TASK  MONITORING  SYSTEM,9
771,TASK  PROGRAM  DATA,9
772,TASK  SYSTEM  MANAGEMENT,9
773,TASK  SYSTEM  SUPPORT,9
774,WATER  DEVELOPMENT  PROGRAM,9
775,CHEMICALS,9
776,ENVIRONMENTAL  RESEARCH,9
777,NARRAGANSETT,9
778,PERFORMANCE  PROGRAM,9
779,SUPPORT  RESEARCH,9
780,AMOUNT  $50000.00.,9
781,ECONOMIC  ENVIRONMENTAL,9
782,SUPPORT  INCREMENTAL,9
783,OFFICE  SERVICES  CONTRACT,9
784,2,9
785,OPTION  PERIOD  ALL,9
786,OPTION  PERIOD  CEILING,9
787,ENVIRONMENTAL  ANALYTICAL  SUPPORT,9
788,ENVIRONMENTAL  PURPOSE  MODIFICATION,9
789,ENVIRONMENTAL  ANALYTICAL,9
790,ENVIRONMENTAL  PURPOSE,9
791,ECONOMIC  ENVIRONMENTAL  ANALYTICAL,9
792,ENERGY  SUPPORT,9
793,REGION  REMEDIAL  OVERSIGHT,9
794,DATA  QUALITY,9
795,REGION  OVERSIGHT,9
796,SUPPORT  ORDER,9
797,SUPPORT  CHEMICALS,9
798,FUNDING  REMOVAL  SITE,9
799,ACTION  OVERSIGHT,9
800,SERVICES  CONTRACT  OFFICE,9
801,DATA  DATA,9
802,CONTRACT  OFFICE,9
803,TASK  ORDER  FUNDS,9
804,DATA  SUPPORT  TASK,9
805,DATA  DATA  SUPPORT,9
806,MONITORING  PROGRAM  TASK,9
807,TECHNICAL  SUPPORT  WATER,9
808,PERIOD  ORDER,9
809,MODIFICATION  PURPOSE,9
810,MONITORING  SYSTEM  SUPPORT,9
811,MANAGEMENT  TASK  SYSTEM,9
812,PROGRAM  DATA  SUPPORT,9
813,TASK  ORDER  MONITORING,9
814,MONITORING  SYSTEM,9
815,SERVICES  EPA  NATIONAL,9
816,RESPONSE  ACTIVITIES,9
817,SITE  TOWNSHIP,8
818,NATIONAL  MANAGEMENT,8
819,INCREMENTAL  FUNDING  PERIOD,8
820,DEVELOPMENT  TECHNICAL,8
821,SERVICES  CONTRACT  REMEDIAL,8
822,5,8
823,ORDER  ORDER,8
824,ENGINES,8
825,$50000.00.  IGF::CLCT::IGF,8
826,FUNDING  ALL  TERMS,8
827,MEASUREMENT,8
828,MANAGEMENT  SERVICES  OFFICE,8
829,CONTRACT  REMEDIAL  ACTION,8
830,CONTRACTOR  ALL  WORK,8
831,EPA  OPERATIONS,8
832,OPERATIONS  QUALITY,8
833,REMEDIAL  ACTION  ORDER,8
834,PERIOD  FUNDS  OPTION,8
835,TECHNICAL  ASSISTANCE  SERVICES,8
836,QUALITY  DATA,8
837,SUPPORT  SUPERFUND,8
838,ORDER  NATIONAL,8
839,TASK  ORDER  NATIONAL,8
840,PERIOD  3,8
841,REGION  INFORMATION,8
842,ORDER  CONTRACTOR  SUPPORT,8
843,SERVICES  INCREMENTAL,8
844,SUPPORT  INCREMENTAL  FUNDING,8
845,RESPONSE  SERVICES  CONTRACT,8
846,CHANNELS,8
847,INFORMATION  PROGRAM  PURPOSE,8
848,SUPERFUND  MANAGEMENT  SYSTEM,8
849,ENVIRONMENTAL  PROGRAM,8
850,OPTION  PERIOD  3,8
851,B,8
852,SUPPORT  ENVIRONMENTAL  PURPOSE,8
853,IGF::CLCT::IGF  TASK,8
854,PURPOSE  MODIFICATION  TASK,8
855,IGF::CLCT::IGF  TASK  ORDER,8
856,ENVIRONMENTAL  ASSESSMENT,8
857,FUNDING  AMOUNT  $50000.00.,8
858,ALSO,8
859,SITE  CONTRACT,8
860,TECHNICAL  SUPPORT  ACTIVITIES,8
861,REGION  7,8
862,RESPONSE  MODIFICATION,8
863,PROGRAM  MANAGEMENT  SERVICES,8
864,REMEDIAL  ACTION  OVERSIGHT,8
865,SUPERFUND  WORK,8
866,INCREMENTAL  FUNDING  SUPERFUND,8
867,FUNDING  SUPERFUND  WORK,8
868,CEILING  CEILING,8
869,CEILING  CEILING  REACHED,8
870,CEILING  REACHED,8
871,CEILING  REACHED  WORK,8
872,SUPERFUND  PROGRAM,8
873,CONTRACTOR  CEILING  CEILING,8
874,I,8
875,QUALITY  MONITORING,8
876,PERIOD  ALL  TERMS,8
877,SUPPORT  CLOSELY,8
878,SUPPORT  CLOSELY  ASSOCIATED,8
879,WATER  SUPPORT  CLOSELY,8
880,FUNCTIONS  SUPERFUND  TASK,8
881,CONTRACT  TECHNICAL,8
882,SERVICES  OVERSIGHT,8
883,TASK  ORDER  #0004,8
884,ORDER  #0004  EMERGENCY,8
885,SUPPORT  MODIFICATION  EXERCISE,8
886,REACHED  WORK  ADDITIONAL,8
887,ORDER  #0004,8
888,WORK  ADDITIONAL  FUNDING,8
889,AMOUNT  CONTRACT,8
890,#0004  EMERGENCY,8
891,#0004,8
892,SUPPORT  SERVICES  TASK,8
893,ORDER  DATA  MANAGEMENT,8
894,DIVISION,8
895,EPA  CENTER,8
896,1  31,8
897,SERVICES  MANAGEMENT,8
898,SUPPORT  TECHNICAL  SUPPORT,8
899,CLOSELY  ASSOCIATED  WATER,8
900,ASSOCIATED  WATER,8
901,PROVIDE  SITE,8
902,AMOUNT  $50000.00,8
903,OPTION  PERIOD  EXERCISE,8
904,LENEXA,8
905,PERIOD  EXERCISE,8
906,FUNCTIONS  PURPOSE,8
907,SERVICES  ORDER,8
908,7  LENEXA,8
909,FUNCTIONS  PURPOSE  MODIFICATION,8
910,WORK  WORK,8
911,OPTION  ORDER,8
912,EPA  MAINTENANCE,8
913,SUPPORT  MANAGEMENT,8
914,PROVIDE  FUNDING,8
915,PERIOD  EXERCISE  OPTION,8
916,REMEDIAL  SERVICES,8
917,FUNCTIONS  RESEARCH,8
918,TASK  ORDER  SERVICES,8
919,SUPPORT  PROGRAM  MANAGEMENT,8
920,4,8
921,REGION  WATER,8
922,START  CONTRACT  TASK,8
923,ASSISTANCE  SERVICES,8
924,USEPA,7
925,MODIFICATION  SUPERFUND,7
926,REMEDIAL  SERVICES  SUPERFUND,7
927,SUPPORT  OPERATIONS  PURPOSE,7
928,MODIFICATION  ORDER,7
929,PROGRAM  PERIOD,7
930,ACTIVITIES  SUPPORT,7
931,CAPABILITIES  ENVIRONMENTAL,7
932,ORDER  CONTRACTOR  CONTRACT,7
933,PERIOD  1,7
934,DEVELOPMENT  RESEARCH  PARK,7
935,PROVIDE  SERVICES  EPA,7
936,EPA  CONTRACT,7
937,ACTIVITIES  CLOSELY,7
938,ACTIVITIES  CLOSELY  ASSOCIATED,7
939,SUPPORT  WATER  ACTIVITIES,7
940,WATER  ACTIVITIES  CLOSELY,7
941,SUPPORT  WATER  PROGRAM,7
942,ACTION  AWARD  TASK,7
943,ORDER  PROGRAM,7
944,TASK  ORDER  PROGRAM,7
945,TASK  CONTRACTOR,7
946,FUNDS  ORDER,7
947,CONTRACTOR  TASK,7
948,START  REGION,7
949,REGULATORY  ANALYTICAL  SUPPORT,7
950,REGULATORY  ANALYTICAL,7
951,REGULATORY,7
952,CONTRACTOR  WORK,7
953,DEVELOPMENT  (ORD)  NATIONAL,7
954,(ORD)  NATIONAL,7
955,ASSESSMENT  SITE  TECHNICAL,7
956,NATIONAL  CENTER,7
957,ASSESSMENT  SITE,7
958,OFFICE  PURPOSE,7
959,OFFICE  PURPOSE  MODIFICATION,7
960,ANALYSIS  WATER,7
961,ITEMS  CONTRACTOR  CEILING,7
962,CONTRACTOR  ALL  TERMS,7
963,ADMINISTRATION,7
964,PERIOD  PERFORMANCE  1,7
965,SUPERFUND  SITE  (OU1),7
966,SITE  (OU1),7
967,(OU1),7
968,SUPPORT  ENVIRONMENTAL  DEVELOPMENT,7
969,SUPERFUND  SITE  TOWNSHIP,7
970,SITE  TOWNSHIP  COUNTY,7
971,SERVICES  TECHNICAL,7
972,SUPERFUND  MANAGEMENT  OFFICE,7
973,III,7
974,MODIFICATION  OPTION  ORDER,7
975,OPTION  ORDER  OPTION,7
976,2015,7
977,PROVIDE  EPA,7
978,13,7
979,PERIOD  ORDER  ALL,7
980,MONTGOMERY,7
981,NATIONAL  SUPPORT,7
982,CONTRACT  OPTION  PERIOD,7
983,PERFORMANCE  1,7
984,ORDER  OPTION  PERIOD,7
985,OPTION  MAINTENANCE,7
986,CAPABILITIES,7
987,CONTRACT  PURPOSE  MODIFICATION,7
988,PURPOSES,7
989,MODIFICATION  CEILING,7
990,REMAIN  OPTION,7
991,EPA  WATER,7
992,REMAIN  OPTION  PERIOD,7
993,PERIOD  OPTION  OPTION,7
994,3  OBLIGATE,7
995,OPERATIONS  PURPOSE  ORDER,7
996,SUPPORT  SYSTEM,7
997,OPERATIONS  PURPOSE,7
998,CONTRACTOR  PROVIDE  SUPPORT,7
999,MAINTENANCE  CONTRACT,7
1000,NATIONAL  ENVIRONMENTAL,7
1001,WATER  PROGRAM  OFFICE,7
1002,NATIONAL  RESEARCH,7
1003,EPA  CENTER  MANAGEMENT,7
1004,CENTER  MANAGEMENT  SYSTEM,7
1005,CENTER  MANAGEMENT,7
1006,AWARD  EPA,7
1007,REGION  SUPERFUND,7
1008,REGION  CENTER,7
1009,ACTION  AWARD  ORDER,7
1010,MANAGEMENT  ASSESSMENT  SITE,7
1011,REMEDIAL  MAINTENANCE,7
1012,PROVIDE  EMERGENCY  RESPONSE,7
1013,PROVIDE  EMERGENCY,7
1014,PERIOD  PERFORMANCE  TASK,7
1015,PERFORMANCE  TASK,7
1016,OPERATION,7
1017,OPERATION  MAINTENANCE,7
1018,AMOUNT  OPTION  PERIOD,7
1019,AMOUNT  OPTION,7
1020,SERVICE  SUPPORT,7
1021,ADDITIONALLY,7
1022,RESULT,7
1023,SUPERFUND  ANALYTICAL  SUPPORT,7
1024,LLC,7
1025,OFFICE  WATER  PROGRAM,7
1026,RESEARCH  SUPPORT  EPA,7
1027,SITE  MONITORING,7
1028,TECHNICAL  SUPPORT  ENERGY,7
1029,OBLIGATE  FUNDS  AMOUNT,7
1030,RESPONSE  MODIFICATION  INCREMENTAL,7
1031,REMOVAL  RESPONSE  MODIFICATION,7
1032,RESPONSE  SUPPORT,7
1033,CONTRACT  EP-W-13-015,7
1034,SPILL,7
1035,CONTRACT  EP-W-13-015  OPTION,7
1036,EP-W-13-015,7
1037,EP-W-13-015  OPTION,7
1038,EP-W-13-015  OPTION  PERIOD,7
1039,FUNDING  CONTRACT  EP-W-13-015,7
1040,PERFORMANCE  PROGRAM  SUPPORT,7
1041,PERIOD  3  OBLIGATE,7
1042,ASSOCIATED  FUNCTIONS  RESEARCH,7
1043,FUNCTIONS  RESEARCH  SUPPORT,7
1044,SUPPORT  ENVIRONMENTAL  RESPONSE,7
1045,RESPONSE  CAPABILITIES  ENVIRONMENTAL,7
1046,RESPONSE  CAPABILITIES,7
1047,(RTP),7
1048,SUPPORT  MODIFICATION  INCREMENTAL,7
1049,DEVELOPMENT  RESEARCH  (RTP),7
1050,3),7
1051,RESEARCH  (RTP),7
1052,REGION  7  LENEXA,7
1053,PROGRAM  OFFICE  SUPPORT,7
1054,SERVICES  INCREMENTAL  FUNDING,7
1055,MANAGEMENT  ASSESSMENT,7
1056,OBLIGATE  OPTION  PERIOD,7
1057,CONTRACTOR  PROVIDE  EMERGENCY,7
1058,SUPPORT  OFFICE  QUALITY,7
1059,FUNDS  TASK  ORDER,7
1060,EPA  CONTRACTOR,7
1061,FUNCTIONS  TECHNICAL,7
1062,EPA  OFFICE  WATER,7
1063,EPA  CONTRACTOR  PROVIDE,7
1064,INCREMENTAL  FUNDS,7
1065,OBLIGATE  OPTION,7
1066,WATER  SITE,7
1067,ENVIRONMENTAL  DATA  MANAGEMENT,7
1068,DATA  MANAGEMENT  ASSESSMENT,7
1069,ENVIRONMENTAL  DATA,7
1070,SUPPORT  SERVICES  INCREMENTAL,7
1071,SUPPORT  SERVICES  RESEARCH,7
1072,PERIOD  FUNDS  WORK,7
1073,REMEDIAL  ACTION  SUPPORT,7
1074,PROGRAM  PURPOSE  ORDER,7
1075,CAPABILITIES  ENVIRONMENTAL  DATA,7
1076,TECHNICAL  SUPPORT  RESEARCH,7
1077,OPTION  PERIOD  CONTRACT,7
1078,EMERGENCY  RESPONSE  CAPABILITIES,7
1079,STUDENT  SERVICES  SUPPORT,6
1080,FUNDS  ORDER  AMOUNT,6
1081,NATIONAL  MANAGEMENT  RESEARCH,6
1082,ORDER  ALSO,6
1083,ORDER  ALSO  CONTRACTOR,6
1084,REGION  INCREMENTAL  FUNDING,6
1085,ORDER  PROGRAM  SUPPORT,6
1086,ENERGY  ENERGY,6
1087,TASK  ORDER  ALSO,6
1088,TECHNICAL  ASSISTANCE  SUPERFUND,6
1089,ENVIRONMENTAL  LABORATORY,6
1090,ICF  CONTRACT#EP-BPA-11-H-0337  TASK,6
1091,ANALYTICAL  ENVIRONMENTAL  LABORATORY,6
1092,ANALYTICAL  ENVIRONMENTAL,6
1093,REMOVAL  ACTIVITIES,6
1094,(NAREL)  MONTGOMERY,6
1095,WORK  REGION  OVERSIGHT,6
1096,CONTRACTOR  SERVICES,6
1097,INCREMENTAL  FUNDING  MODIFICATION,6
1098,FUNDS  WORK  AMOUNT,6
1099,STUDENT  SERVICES  SERVICES,6
1100,ORDER  OFFICE,6
1101,SUPPORT  WORK,6
1102,OFFICE  MANAGEMENT,6
1103,ASSISTANCE  SERVICES  CONTRACT,6
1104,OFFICE  MODIFICATION,6
1105,MANAGEMENT  OFFICE  MODIFICATION,6
1106,SERVICES  CENTER,6
1107,SUPPORT  SERVICES  FUNCTIONS,6
1108,QUALITY  ASSURANCE  PURPOSE,6
1109,STAR  PROGRAM  SERVICES,6
1110,ORDER  CONTRACT  REGION,6
1111,REMEDIAL  SUPERFUND,6
1112,CONTRACTOR  TASK  ORDER,6
1113,ACTION  NATIONAL  PROGRAM,6
1114,REMEDIAL  ACTION  NATIONAL,6
1115,TECHNICAL  CONTRACTOR,6
1116,CHANNELS  REMEDIAL  ACTION,6
1117,CHANNELS  REMEDIAL,6
1118,AWARD  CONTRACT  TASK,6
1119,AWARD  CONTRACT,6
1120,CEILING  ORDER,6
1121,NATIONAL  CENTER  ENVIRONMENTAL,6
1122,MIX,6
1123,LABORATORY  (NAREL)  MONTGOMERY,6
1124,NATIONAL  ANALYTICAL,6
1125,ACTION  NATIONAL,6
1126,TASK  ORDER  OPTION,6
1127,NATIONAL  ANALYTICAL  ENVIRONMENTAL,6
1128,AMOUNT  $200000.00.,6
1129,ACTION  TASK  ORDER,6
1130,$200000.00.,6
1131,SUPPORT  ASSISTANCE,6
1132,DEVELOPMENT  INFORMATION,6
1133,WEBSITE,6
1134,CONTRACT  EPA,6
1135,TECHNICAL  PROGRAM  MANAGEMENT,6
1136,ALSO  CONTRACTOR  TASK,6
1137,ALSO  CONTRACTOR,6
1138,TECHNICAL  PROGRAM,6
1139,CONTRACT#EP-BPA-11-H-0337  TASK,6
1140,OVERSIGHT  SUPPORT,6
1141,ENVIRONMENTAL  LABORATORY  (NAREL),6
1142,START  SUPPORT,6
1143,LABORATORY  (NAREL),6
1144,ASSISTANCE  SUPERFUND,6
1145,SERVICES  AWARD  CONTRACT,6
1146,PERIOD  PERFORMANCE  INCREMENTAL,6
1147,SUPPORT  SERVICES  OBLIGATE,6
1148,SERVICES  OBLIGATE,6
1149,PERFORMANCE  INCREMENTAL  FUNDING,6
1150,SERVICES  PROGRAM,6
1151,PERFORMANCE  INCREMENTAL,6
1152,PROGRAM  SERVICES  WORK,6
1153,SERVICES  REGION  WATER,6
1154,ICF  CONTRACT#EP-BPA-11-H-0337,6
1155,REMAIN  TASK  ORDER,6
1156,EPA  RESEARCH,6
1157,FUNCTIONS  OPERATION,6
1158,INCREMENTAL  OPTION  PERIOD,6
1159,INCREMENTAL  OPTION,6
1160,PURPOSES  OPTION,6
1161,PURPOSES  OPTION  OPTION,6
1162,TASK  ORDER  QUALITY,6
1163,ORDER  QUALITY,6
1164,SUPERFUND  MANAGEMENT  SUPPORT,6
1165,ASSURANCE  PURPOSE,6
1166,QUALITY  INDEX  DATA,6
1167,AWARD  EPA  CENTER,6
1168,QUALITY  INDEX,6
1169,OPERATIONS  QUALITY  INDEX,6
1170,INDEX  DATA  ANALYSIS,6
1171,INDEX  DATA,6
1172,INDEX,6
1173,SUPPORT  PURPOSE  ORDER,6
1174,ASSURANCE  PURPOSE  MODIFICATION,6
1175,INCREMENTAL  FUNDS  AMOUNT,6
1176,CEILING  AMOUNT  OPTION,6
1177,CONTRACT#EP-BPA-11-H-0337,6
1178,FUNCTIONS  OPERATION  MAINTENANCE,6
1179,MODIFICATION  ADDITIONAL,6
1180,OPERATIONS  MANAGEMENT  SUPPORT,6
1181,GS35F4594G  TASK,6
1182,GS35F4594G  TASK  ORDER,6
1183,CITY,6
1184,CONTRACT  GS35F4594G  TASK,6
1185,STUDENT  CONTRACTOR,6
1186,CONTRACT  GS35F4594G,6
1187,$100000.00.,6
1188,PERFORMANCE  30,6
1189,PERFORMANCE  31,6
1190,ORDER  OPERATIONS,6
1191,RESEARCH  CENTER,6
1192,ORDER  OPERATIONS  MANAGEMENT,6
1193,CONTRACT  SERVICES,6
1194,TASK  ORDER  OPERATIONS,6
1195,OVERSIGHT  ACTIVITIES,6
1196,CONTRACTOR  CEILING  AMOUNT,6
1197,PERIOD  I,6
1198,OPTION  OBLIGATE,6
1199,EXERCISE  OPTION  OBLIGATE,6
1200,3)  OBLIGATE,6
1201,ENVIRONMENTAL  SERVICES  OVERSIGHT,6
1202,NATIONAL  PERFORMANCE,6
1203,PERIOD  PROVIDE,6
1204,OPTION  PERIOD  PROVIDE,6
1205,ANALYTICAL  SUPPORT  DATA,6
1206,ENVIRONMENTAL  MANAGEMENT,6
1207,MANAGEMENT  EPA,6
1208,#0004  EMERGENCY  RESPONSE,6
1209,PROPERTIES,6
1210,EQUIPMENT,6
1211,SYSTEM  WATER,6
1212,GS35F4594G,6
1213,PROGRAM  DEVELOPMENT,6
1214,REMAIN  TASK,6
1215,CONDITIONS  REMAIN  TASK,6
1216,ENTITLED,6
1217,3)  OBLIGATE  FUNDS,6
1218,OPTION  PERIOD  3),6
1219,PERIOD  3),6
1220,COMMUNICATIONS,6
1221,OPTION  PERIOD  I,6
1222,FUNDING  FUNDING,6
1223,SERVICES  SUPPORT  EPA,6
1224,SUPERFUND  REMEDIAL,6
1225,PLACE,6
1226,INFORMATION  SERVICE  SUPPORT,6
1227,ORDER  REGION,6
1228,SUPERFUND  INFORMATION,6
1229,ENVIRONMENTAL  SERVICES  SITE,6
1230,ANALYTICAL  SUPPORT  CONTRACT,6
1231,SYSTEM  PURPOSE  MODIFICATION,6
1232,CONTRACT  TECHNICAL  SUPPORT,6
1233,TASK  ORDER  REGION,6
1234,(NAREL),6
1235,CONTRACT  INCREMENTAL,6
1236,SYSTEM  PURPOSE,6
1237,CONTRACT  REGION  REGION,6
1238,PERIOD  3)  OBLIGATE,6
1239,ENVIRONMENTAL  DEVELOPMENT  MEASUREMENT,6
1240,TECHNICAL  SERVICES,6
1241,SCIENTIFIC  TECHNICAL,6
1242,ORDER  CONTRACT  TASK,6
1243,MONITORING  WATER,6
1244,FUNCTIONS  TECHNICAL  SUPPORT,6
1245,MEASUREMENT  MODELING,6
1246,ORDER  PURPOSE  TASK,6
1247,DEVELOPMENT  MEASUREMENT  MODELING,6
1248,11,6
1249,DEVELOPMENT  MEASUREMENT,6
1250,SCIENTIFIC,6
1251,ENVIRONMENTAL  NATIONAL,6
1252,ORDER  ENVIRONMENTAL,6
1253,PERIOD  PERFORMANCE  OPTION,6
1254,SITE  PURPOSE,6
1255,WATER  QUALITY  MONITORING,6
1256,MANAGEMENT  OFFICE  SUPPORT,6
1257,SUPPORT  SERVICES  SUPPORT,6
1258,PERFORMANCE  OPTION,6
1259,CONTRACTOR  CONTRACTOR,6
1260,SUPPORT  FUNDING,6
1261,ORDER  PURPOSE  MODIFICATION,6
1262,ACTIVITIES  NEWPORT,5
1263,DESIGN  PROVIDE,5
1264,DESIGN  PROVIDE  INSTALL,5
1265,LAKEWOOD,5
1266,INSTALL,5
1267,PROVIDE  INSTALL,5
1268,ALASKA  IDAHO,5
1269,FUNDING  AMOUNT  $50000.00,5
1270,INCREMENTAL  FUNDING  FUNDING,5
1271,REGION  MODIFICATION  EXERCISE,5
1272,3  OBLIGATE  FUNDING,5
1273,FUNDING  PERFORMANCE,5
1274,JERSEY,5
1275,SUPPORT  SERVICE,5
1276,IDAHO,5
1277,OBLIGATE  WORK,5
1278,ALASKA,5
1279,RESEARCH  ACTIVITIES  NEWPORT,5
1280,RESEARCH&DEVELOPMENT,5
1281,CONTRACT  OFFICE  RESEARCH,5
1282,NATIONAL  ENVIRONMENTAL  RESEARCH,5
1283,10,5
1284,7  LENEXA  MODIFICATION,5
1285,LENEXA  MODIFICATION,5
1286,LENEXA  MODIFICATION  CONTRACT,5
1287,SUPPORT  RESEARCH  ACTIVITIES,5
1288,RESEARCH  ACTIVITIES,5
1289,NATIONAL  TECHNICAL,5
1290,TASK  CONTRACTOR  FUNDING,5
1291,CONTRACT  NATIONAL,5
1292,CONTRACT  NATIONAL  ENERGY,5
1293,NATIONAL  ENERGY,5
1294,ORDER  MAINTENANCE,5
1295,ENVIRONMENTAL  QUALITY,5
1296,MAINTENANCE  NARRAGANSETT,5
1297,OPERATIONS  MAINTENANCE  NARRAGANSETT,5
1298,DULUTH,5
1299,FUNDS  FUNDS,5
1300,STREET,5
1301,ENERGY  STAR  INCREMENTAL,5
1302,MICROWAVE  SUPERFUND,5
1303,MICROWAVE,5
1304,ENVIRONMENTAL  SERVICES  PLACE,5
1305,PROJECT,5
1306,REGION  EMERGENCY,5
1307,FUNDING  AMOUNT  $200000.00.,5
1308,$3727834.00.,5
1309,TASK  ORDER  ANALYSIS,5
1310,ORDER  ANALYSIS,5
1311,$3727834.00.  ADDITIONAL,5
1312,MODIFICATION  FUNDS  ORDER,5
1313,EMERGENCY  RESPONSE  ACTIVITIES,5
1314,TECHNICAL  SUPPORT  SUPERFUND,5
1315,ASSESSMENT  REMOVAL,5
1316,SERVICES  FUNDS,5
1317,ASSESSMENT  REMOVAL  ACTIVITIES,5
1318,ORDER  ASSESSMENT  REMOVAL,5
1319,MANAGEMENT  SYSTEM  PURPOSE,5
1320,TECHNOLOGY,5
1321,MICROWAVE  SUPERFUND  REMEDIAL,5
1322,CONSTRUCTION,5
1323,PLACE  MICROWAVE,5
1324,SITE  (OU1)  TOWNSHIP,5
1325,STAR  INCREMENTAL,5
1326,STAR  INCREMENTAL  FUNDING,5
1327,(OU1)  TOWNSHIP,5
1328,(OU1)  TOWNSHIP  COUNTY,5
1329,OPERATIONS  MAINTENANCE  SERVICES,5
1330,SERVICES  EPA  REGION,5
1331,ENVIRONMENTAL  SERVICES  SUPERFUND,5
1332,SUPERFUND  REMEDIAL  OVERSIGHT,5
1333,PROGRAM  MONITORING,5
1334,EMISSION  QUALITY,5
1335,SERVICES  PLACE  MICROWAVE,5
1336,SERVICES  PLACE,5
1337,REGION  OPERATIONS  SUPPORT,5
1338,REGION  OPERATIONS,5
1339,ASSOCIATED  TECHNICAL  ANALYTICAL,5
1340,PLACE  MICROWAVE  SUPERFUND,5
1341,QUALITY  TECHNICAL,5
1342,EMISSION,5
1343,CORVALLIS,5
1344,DATA  DEVELOPMENT,5
1345,OFFICE  RESEARCH&DEVELOPMENT,5
1346,ANALYTICAL  SERVICES  VEHICLES,5
1347,ASSESSMENT  SUPPORT  ACTIVITIES,5
1348,CONTRACT  ANALYSIS,5
1349,PERFORMANCE  1  31,5
1350,CONTRACT  CONTRACT,5
1351,OPTION  PERIOD  1,5
1352,PERIOD  PROVIDE  INCREMENTAL,5
1353,QUALITY  MANAGEMENT,5
1354,CONTRACT  INCREMENTAL  FUNDING,5
1355,CONTRACT  PERIOD,5
1356,EXERCISE  OPTION  OPTION,5
1357,SERVICES  PURPOSE,5
1358,SERVICES  VEHICLES,5
1359,SERVICES  VEHICLES  ENGINES,5
1360,VEHICLES,5
1361,VEHICLES  ENGINES,5
1362,MODIFICATION  CONTRACTOR,5
1363,AVE,5
1364,MODIFICATION  PURPOSE  TASK,5
1365,DEVELOPMENT  MAINTENANCE,5
1366,ASSISTANCE  EPA,5
1367,NATIONAL  PERFORMANCE  PROGRAM,5
1368,OH,5
1369,EPA  EDISON,5
1370,ANALYTICAL  ANALYTICAL  SUPPORT,5
1371,ENERGY  STAR  IGF::CLCT::IGF,5
1372,BUILDING,5
1373,REGION  9,5
1374,ENVIRONMENTAL  OFFICE,5
1375,PRODUCTS,5
1376,SITES,5
1377,IGF::CLCT::IGF  CONTRACT,5
1378,STRATEGY,5
1379,SUPERFUND  ANALYTICAL  ANALYTICAL,5
1380,FACILITIES  ARBOR,5
1381,CONTRACT  CEILING,5
1382,NATIONAL  FACILITIES,5
1383,NATIONAL  FACILITIES  ARBOR,5
1384,SERVICES  USEPA,5
1385,SERVICES  USEPA  NATIONAL,5
1386,ANALYTICAL  ANALYTICAL,5
1387,USEPA  NATIONAL,5
1388,USEPA  NATIONAL  FACILITIES,5
1389,FUNCTIONS  SERVICES  EPA,5
1390,NATIONAL  SYSTEM,5
1391,#0002,5
1392,ORDER  #0002,5
1393,TASK  ORDER  #0002,5
1394,AMOUNT  $100000.00.,5
1395,OPTION  PERIOD  OBLIGATE,5
1396,31  ALL,5
1397,31  ALL  TERMS,5
1398,ORDER  FUNDING  TASK,5
1399,TECHNICAL  SUPPORT  OFFICE,5
1400,SERVICES  FUNDING,5
1401,EXERCISE  TASK  ORDER,5
1402,EXERCISE  TASK,5
1403,ALL  TASK,5
1404,PERIOD  PERFORMANCE  PERIOD,5
1405,NATIONAL  REGION,5
1406,CONTRACT  AWARD,5
1407,REGION  WATER  ACTIVITIES,5
1408,HARDWARE,5
1409,ESTIMATE,5
1410,EPA  OPERATIONS  MAINTENANCE,5
1411,DEVELOPMENT  SERVICES  FUNCTIONS,5
1412,DATA  DEVELOPMENT  SUPPORT,5
1413,PROGRAM  DATA  DEVELOPMENT,5
1414,WORK  ORDER,5
1415,PERIOD  OBLIGATE,5
1416,CONDITIONS  CONTRACT,5
1417,CONDITIONS  CONTRACT  SERVICES,5
1418,CONTRACT  SERVICES  TASK,5
1419,SUPERFUND  PROGRAM  SUPPORT,5
1420,PROGRAM  SUPPORT  MODIFICATION,5
1421,ORDER  SUPERFUND  PROGRAM,5
1422,ORDER  DATA  SUPPORT,5
1423,RESPONSE  TASK,5
1424,RESPONSE  TASK  ORDER,5
1425,SERVICES  MODIFICATION  OBLIGATE,5
1426,ASSOCIATED  ENVIRONMENTAL,5
1427,CONTRACT  ORDER,5
1428,SUPPORT  MODIFICATION  FUNDS,5
1429,ORDER  SUPPORT  MODIFICATION,5
1430,EPA  ENVIRONMENTAL,5
1431,CENTER  TECHNICAL,5
1432,#0001,5
1433,ORDER  EPA  CONTRACT,5
1434,ORDER  #0001,5
1435,TASK  ORDER  #0001,5
1436,TERMS  CONDITIONS  CONTRACT,5
1437,CONTRACTOR  SERVICES  WORK,5
1438,DEVELOPMENT  SERVICES,5
1439,STAR  IGF::CLCT::IGF,5
1440,FUNDING  SITE,5
1441,III  REMAIN,5
