Product or Service Code,Product or Service Description,Contracting Agency Name,Contracting Department Name,Funding Agency Name,Principal Place of Performance City Name,Principal Place of Performance State Code,Principal Place of Performance Country Name,Signed Date,Extent Competed,Fair Opportunity/Limited Sources,Type of Contract,Description of Requirement,Vendor Name,PIID,Referenced  IDV PIID,DUNS Number,Action Obligation
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,12/30/2014,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"ENGINE AND VEHICLE DEVELOPMENT SERVICES FOR ADVANCED ENGINE AND POWERTRAIN TECHNOLOGY
OTHER FUNCTIONS","FEV, INC.",EPC12014,,180653818,"$125,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,1/15/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"ENGINE AND VEHICLE DEVELOPMENT SERVICES FOR ADVANCED ENGINE AND POWERTRAIN TECHNOLOGY
OTHER FUNCTIONS","FEV, INC.",EPC12014,,180653818,"$60,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,1/20/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"ENGINE AND VEHICLE DEVELOPMENT SERVICES FOR ADVANCED ENGINE AND POWERTRAIN TECHNOLOGY
OTHER FUNCTIONS","FEV, INC.",EPC12014,,180653818,"$650,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,3/4/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"ENGINE AND VEHICLE DEVELOPMENT SERVICES FOR ADVANCED ENGINE AND POWERTRAIN TECHNOLOGY
OTHER FUNCTIONS","FEV, INC.",EPC12014,,180653818,"$157,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,6/30/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"THE PURPOSE OF THIS MODIFICATION IS TO:
(1) EXERCISE TWO ORDERS FOR QUANTITY OPTIONS IN OPTION PERIOD 3,
(2) INCREMENTALLY FUND OPTION PERIOD 3 IN THE AMOUNT OF $295,188.00, AND
(3) APPROVE THE ATTACHED CONSENT TO SUBCONTRACT REQUESTS FOR OPTION PERIOD 3.","FEV, INC.",EPC12014,,180653818,"$295,188.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,AUBURN HILLS,MI,UNITED STATES,9/15/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"THE PURPOSE OF THIS MODIFICATION IS TO INCREMENTALLY FUND OPTION PERIOD 3 IN THE AMOUNT OF $970,000.","FEV, INC.",EPC12014,,180653818,"$970,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,2/13/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,ANALYSIS AND MODELING OF MOBILE SOURCE GREENHOUSE GAS EMISSIONS AND METHODS OF CONTROL,"ICF INCORPORATED, L.L.C.",EPC12011,,72648579,"$1,143,327.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,FAIRFAX,VA,UNITED STATES,9/16/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,ANALYSIS AND MODELING OF MOBILE SOURCE GREENHOUSE GAS EMISSIONS AND METHODS OF CONTROL,"ICF INCORPORATED, L.L.C.",EPC12011,,72648579,"$310,013.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,LEXINGTON,MA,UNITED STATES,1/26/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,NATIONAL DEPLOYMENT OF PORTABLE EMISSIONS AND ACTIVITY MEASUREMENT SYSTEMS IN SUPPORT OF THE DEVELOPMENT AND IMPROVEMENT OF MOBILE SOURCE EMISSION FACTORS AND EMISSION INVENTORIES.,"EASTERN RESEARCH GROUP, INC.",EPC12017,,112947395,"$130,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,LEXINGTON,MA,UNITED STATES,4/29/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,NATIONAL DEPLOYMENT OF PORTABLE EMISSIONS AND ACTIVITY MEASUREMENT SYSTEMS IN SUPPORT OF THE DEVELOPMENT AND IMPROVEMENT OF MOBILE SOURCE EMISSION FACTORS AND EMISSION INVENTORIES.,"EASTERN RESEARCH GROUP, INC.",EPC12017,,112947395,"$240,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,LEXINGTON,MA,UNITED STATES,5/12/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,NATIONAL DEPLOYMENT OF PORTABLE EMISSIONS AND ACTIVITY MEASUREMENT SYSTEMS IN SUPPORT OF THE DEVELOPMENT AND IMPROVEMENT OF MOBILE SOURCE EMISSION FACTORS AND EMISSION INVENTORIES.,"EASTERN RESEARCH GROUP, INC.",EPC12017,,112947395,"$100,000.00 "
AH21,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,LEXINGTON,MA,UNITED STATES,6/29/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,NATIONAL DEPLOYMENT OF PORTABLE EMISSIONS AND ACTIVITY MEASUREMENT SYSTEMS IN SUPPORT OF THE DEVELOPMENT AND IMPROVEMENT OF MOBILE SOURCE EMISSION FACTORS AND EMISSION INVENTORIES.,"EASTERN RESEARCH GROUP, INC.",EPC12017,,112947395,"$515,000.00 "
AH22,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DURHAM,NC,UNITED STATES,2/9/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"NON-PARAMETRIC TRAJECTORY ANALYSIS MATLAB PROGRAM AND INTERFACE, NORRIS (ORD/NERL/HEASD/ECAB)
IGF::OT::IGF","HENRY, RONALD",EP15W000140,,609364505,"$31,500.00 "
AH24,R&D- ENVIRONMENTAL PROTECTION: AIR POLLUTION (ENGINEERING DEVELOPMENT),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DURHAM,NC,UNITED STATES,5/19/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"THE PURPOSE OF THIS ORDER IS TO PROCURE  A CONTINUOUS AMBIENT AIR AETHALOMETER INSTRUMENT. 

IGF::OT::IGF","TELEDYNE INSTRUMENTS, INC.",EP15W000209,,51674583,"$27,754.15 "
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATHENS,GA,UNITED STATES,12/22/2014,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::CL::IGF

STUDENT SERVICES CONTRACT - ATHENS, GEORGIA","BATTLES, JESSICA J.",EP15W000065,,79654705,"$55,410.72 "
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CAMBRIDGE,MA,UNITED STATES,5/22/2015,FULL AND OPEN COMPETITION,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,FIRM FIXED PRICE,IGF::OT::IGF ENVIRONMENTAL ECONOMIC UNIT COST ANALYSIS AND DRINKING WATER QUALITY STANDARD SUPPORT ABT ASSOCIATES EP-BPA-15-002; GSA# GS-10F-0146L;,ABT ASSOCIATES INC,EPB15C00020,EPBPA15C0002,43397520,"$338,805.07 "
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CAMBRIDGE,MA,UNITED STATES,7/30/2015,FULL AND OPEN COMPETITION,FOLLOW-ON ACTION FOLLOWING COMPETITIVE INITIAL ACTION,FIRM FIXED PRICE,"IGF::OT::IGF- SUPPORT FOR SIX YEAR REVIEW (EQLS, TREATMENT FEASIBILITY AND SOURCE WATER ANALYSIS)",ABT ASSOCIATES INC,EPB15C00028,EPBPA15C0002,43397520,"$110,942.70 "
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,NEW YORK,NY,UNITED STATES,2/24/2015,NOT COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::CL::IGF

THIS PROJECT WILL INVESTIGATE THE EXTENDED PERFORMANCE OF GREEN ROOFS IN AN URBAN ENVIRONMENT TO REDUCE THE EFFECTS OF RAINFALL INDUCED POLLUTION THROUGH HYDROLOGIC MEASUREMENTS. QUANTIFYING AND MODELING LONG TERM HYDROLOGIC PERFORMANCE WILL IMPROVE URBAN WATERSHED MANAGEMENT AND WILL ASSIST IN THE FURTHER ADOPTION OF THIS GREEN INFRASTRUCTURE TECHNIQUE.","TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE",EP15C000016,,49179401,"$43,996.00 "
AH31,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,POTTSTOWN,PA,UNITED STATES,8/19/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::OT::IGF THIS PROJECT WILL STUDY GI AS A WAY TO REDUCE STORMWATER RUNOFF AND IMPROVE WATER QUALITY IN URBAN AREAS OF PUERTO RICO. AT ITS CORE, GI SEEKS TO CAPTURE AND TREAT STORMWATER AT ITS SOURCE (A PRINCIPLE OF LID - LOW IMPACT DEVELOPMENT) THROUGH THE USE OF GREEN PRACTICES (E.G., BIORETENTION AND RAIN GARDENS, GRASSED SWALES AND FILTER STRIPS) AS OPPOSED TO TRADITIONAL GREY INFRASTRUCTURE AS EXEMPLIFIED BY THE USE OF CURB AND GUTTERS DELIVERING RUNOFF TO STORMWATER CONVEYANCE FOR RAPID DISCHARGE TO RECEIVING WATERS. PUERTO RICO HAS NUMEROUS WATER QUALITY PROBLEMS AS THERE ARE MANY COMMUNITIES THROUGHOUT THE ISLAND THAT HAVE INADEQUATE STORM SEWER SYSTEMS WHICH CAUSES FLOODING AS WELL AS SURCHARGING OF SANITARY SEWERS, LEADING TO SANITARY SEWER OVERFLOWS (SSO). THIS RESEARCH AND DEMONSTRATION IS ALSO NEEDED AS THE CLIMATE OF PUERTO RICO MAY BRING UNFORESEEN CHALLENGES TO GI DESIGN AS THERE ARE LARGE PRECIPITATION EVENTS AND WARM WATERS YEAR ROUND. 

THE OVERALL OBJECTIVE OF THIS PROJECT IS TO DESIGN, CONSTRUCT, MONITOR AND EVALUATE, INCLUDING MAINTENANCE PRACTICES, A GI PRACTICE IN AN URBAN PART OF PUERTO RICO, SO THAT THIS TECHNOLOGY CAN BE SUCCESSFULLY ADOPTED ELSEWHERE ON THE ISLAND.","CEDARVILLE ENGINEERING GROUP, LLC",EP15C000146,,962659947,"$68,400.00 "
AH32,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,COSTA MESA,CA,UNITED STATES,5/12/2015,NOT COMPETED,,FIRM FIXED PRICE,"IGF::CT::IGF

UNITED STATES ENVIRONMENTAL PROTECTION AGENCY
OFFICE OF RESEARCH&DEVELOPMENT/NHEERL/EPHD

PROFESSIONAL SERVICES CONTRACT  
SOUTHERN CALIFORNIA COASTAL WATER RESEARCH PROJECT (SCCWRP)

DATABASE OF WATER QUALITY MONITORING FROM BEACH MONITORING STUDIES










1) DEVELOP DATABASE IN MS EXCEL WITH SAMPLE RESULTS FOR COLIPHAGE AND OTHER FECAL INDICATOR ORGANISMS ((1,000 - 5,000 RECORDS)
2) DATABASE IN MS EXCEL WITH ANY ANCILLARY DATA COLLECTED (1,000 - 5,000 RECORDS)
3) CODEBOOK DESCRIBING THE VARIABLE NAMES WITH REFERENCES FOR THE METHODS USED (3 - 5 PAGES)
4) REPORT DESCRIBING THE RESULTS OF THE COLIPHAGE TESTS AND HIGHLIGHTING ANY ISSUES WITH THE DATA (3 PAGES)

REQUIREMENT:

ENVIRONMENTAL PROTECTION AGENCY (EPA) REQUIRE A DATABASE OF WATER QUALITY MONITORING COLLECTED BY THE SOUTHERN CALIFORNIA COASTAL WATER RESEARCH PROJECT (SCCWRP) FROM SEVERAL BEACH MONITORING STUDIES. DATA INCLUDE INDIVIDUAL SAMPLE RESULTS FOR ANY TESTS AND COLIPHAGE AND FECAL INDICATOR ORGANISMS FROM EPIDEMIOLOGICAL FIELD STUDIES CONDUCTED BETWEEN 2003 AND 2012. SITES INCLUDE, BUT ARE NOT LIMITED TO; MISSION BAY, AVALON, MALIBU CALIFORNIA. DATABASE SHALL INCLUDE SAMPLE RESULTS ALONG WITH A CODEBOOK INDICATING REFERENCE FOR METHOD USED AS WELL AS ANY ANCILLARY DATA COLLECTED (WATER TEMPERATURE, TURBIDITY, ETC.). IN ADDITION TO THE DATABASE, A BRIEF REPORT WILL ALSO BE PROVIDED SUMMARIZING THE COLIPHAGE RESULTS FOR VARIOUS METHODS AND THE QUALITY ASSURANCE PLAN FOR THE DATA.",SOUTHERN CALIFORNIA COASTAL WATER RESEARCH PROJECT AUTHORITY,EP15W000198,,77244135,"$30,000.00 "
AH36,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ALEXANDRIA,VA,UNITED STATES,7/24/2015,NOT COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::OT::IGF - COLLABORATIVE WORKSHOP AND RESULTING REPORT ON HANDLING, MANAGEMENT, AND TREATMENT OF BIO-CONTAMINATED WASTEWATER BY WATER RESOURCE RECOVERY FACILITIES (WRRFS). PORTFOLIO HS 6.04.02 -194",WATER ENVIRONMENT RESEARCH FOUNDATION,EP15C000124,,166756887,"$35,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,1/14/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"STUDENT SERVICES CONTRACT, BS LEVEL, FULL-TIME, CERB REC WATER, JODY SHOEMAKER, MENTOR.

IGF::OT::IGF","DIETRICH, WATTS LAMBERT",EP15W000112,,79675322,"$42,218.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,1/22/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"BASE + 2  ONE YEAR OPTION PERIODS, 1900 HOURS/YEAR

IGF::OT::IGF","MARSHALL, RANDALL S",EP15W000118,,79639783,"$56,715.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,CINCINNATI,OH,UNITED STATES,8/26/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"STUDENT SERVICES CONTRACT, MS LEVEL, FULL TIME, BASE + ONE OPTION YEAR
IGF::CL::IGF","HUFF, EMMA M",EP15W000242,,833082527,"$57,057.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DURHAM,NC,UNITED STATES,3/13/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,IGF::OT::IGF,"FIZER, CHELSEA",EP15W000170,,79676878,"$34,285.02 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DURHAM,NC,UNITED STATES,5/27/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"STUDENT SERVICES CONTRACT - RTP
THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 1 AND TO EXTEND THE PERIOD OF PERFORMANCE THROUGH JUNE 1, 2016. FUNDING IN THE AMOUNT OF $50,660 FOR 1,700 HOURS IS ADDED FOR THIS PERIOD. THE HOURLY RATE IS $29.80. - MEGAN MEHAFFEY IS THE PROJECT OFFICER.

IGF::OT::IGF","PARDO, SAMUEL",EP14W000171,,79324093,"$50,660.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,DURHAM,NC,UNITED STATES,8/12/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"NEW SSA FOR ""LITERATURE REVIEW AND DATA MINING."" IGF::CL::IGF","UTILE, SANDRA",EP15W000166,,79886567,"$57,454.40 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,LAS VEGAS,NV,UNITED STATES,6/4/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::CL::IGF



COR: ED HEITHMAR
ALT. COR:  JOHN ZIMMERMAN","SISKA, EMILY",EP15W000183,,830121914,"$35,503.52 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,MARIETTA,GA,UNITED STATES,12/18/2014,NOT COMPETED,,FIRM FIXED PRICE,"PURCHASE ORDER FOR MULTI MYOGRAPH SYSTEM 620M AND LABCHART PRO.
IGF::OT::IGF",DMT USA INC,EP15W000088,,606907959,"$29,270.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,2/5/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$100,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,4/8/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$30,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,5/4/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$286,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,6/1/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$167,371.02 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,6/17/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$138,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,7/21/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$29,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,8/12/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$180,826.56 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ROCKVILLE,MD,UNITED STATES,8/22/2015,FULL AND OPEN COMPETITION,,COST PLUS FIXED FEE,"IGF::OT::IGF: 
HUMAN STUDIES RESEARCH SUPPORT FOR ENVIRONMENTAL EPIDEMIOLOGIC STUDIES","WESTAT, INC.",EPD12050,,49508120,"$40,000.00 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,WASHINGTON,DC,UNITED STATES,3/4/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"NEW SSC FOR LANDCOVER CLASSIFICATION SUPPORT: KEITH ENDRES,COR, NERL,ESD,LCB
NHEERL FUNDING
 
IGF::OT::IGF","ROSENBAUM, DANIEL JORDAN",EP15W000119,,79677513,"$49,974.60 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATHENS,GA,UNITED STATES,11/5/2014,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::OT::IGF

STUDENT SERVICES CONTRACT - ATHENS, GEORGIA","COMMODORE, ADWOA A",EP13W000037,,78708381,"$40,523.40 "
AH91,R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ATHENS,GA,UNITED STATES,4/30/2015,COMPETED UNDER SAP,,FIRM FIXED PRICE,"IGF::OT::IGF

STUDENT SERVICES CONTRACT - ATHENS, GEORGIA","DILLINGHAM, CALEB M.",EP14W000189,,79383318,"$41,490.56 "
AH92,R&D- ENVIRONMENTAL PROTECTION: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,ENVIRONMENTAL PROTECTION AGENCY,BLUE ASH,OH,UNITED STATES,2/18/2015,COMPETED UNDER SAP,,LABOR HOURS,"IGF::CL::IGF
STUDENT SERVICES CONTRACT - CINCINNATI, OHIO","ADDOR, YAO",EP15W000146,,79703945,"$36,840.76 "
